Num,Timestamp,Current_J0,Temperature_T0,Current_J1,Temperature_J1,Current_J2,Temperature_J2,Current_J3,Temperature_J3,Current_J4,Temperature_J4,Current_J5,Temperature_J5,Speed_J0,Speed_J1,Speed_J2,Speed_J3,Speed_J4,Speed_J5,Tool_current,cycle ,Robot_ProtectiveStop,grip_lost
494,2022-10-26 08:25:38.306000+00:00,-0.179465562,29.5625,-2.405968189,31.3125,-0.92017293,31.625,-0.377465248,34.5625,0.035460856,35.25,0.105298825,34.6875,-0.039783366,0.000126437,-0.001328717,0.042673904,0.001495001,0.002067677,0.086551011,18,False,0
495,2022-10-26 08:25:39.307000+00:00,-0.129971877,29.5625,-2.581794977,31.375,-0.987822533,31.5625,-0.415017903,34.5625,0.042944901,35.25,0.057260562,34.625,-3.1400000000000004e-43,0.0,0.0,0.0,0.0,0.0,0.085105717,18,False,0
496,2022-10-26 08:25:40.312000+00:00,-0.082142361,29.5625,-2.401747227,31.375,-1.047192216,31.625,-0.470288247,34.5625,0.031507839,35.25,0.042481877,34.625,0.0,0.0,0.0,0.0,0.0,0.0,0.084512234,18,False,0
497,2022-10-26 08:25:41.317000+00:00,0.203026608,29.5625,-2.197120667,31.375,-1.272986054,31.5625,-0.836612582,34.625,-0.07525,35.3125,-0.144548565,34.6875,-0.000208333,9.1773e-05,0.000344105,-0.000376986,-0.000103686,-0.000211264,0.182537854,19,False,0
498,2022-10-26 08:25:42.326000+00:00,-0.488141626,29.625,-5.299837589,31.375,-2.906538486,31.625,-1.111622095,34.625,0.155822888,35.3125,0.217242181,34.625,-0.497469604,-0.03970911,-0.069381393,0.411732316,0.127823606,-0.016965423,0.084426165,19,False,0
499,2022-10-26 08:25:43.329000+00:00,-0.399071872,29.625,-2.472165108,31.375,-2.042508602,31.625,0.184159771,34.625,-0.75628674,35.3125,-0.002271982,34.6875,0.060866162,0.151355073,-2.545778275,0.324357122,0.000111038,-0.537572324,0.077467322,19,False,0
500,2022-10-26 08:25:44.332000+00:00,-0.54759866,29.625,-3.507656097,31.375,-1.175345182,31.625,-1.059208393,34.625,1.424209952,35.3125,0.176014751,34.6875,-0.0004612,0.000658006,0.003670278,-0.520217299,0.025919694,0.556629002,0.085785329,19,False,0
501,2022-10-26 08:25:45.336000+00:00,-0.562028527,29.5625,-1.903505445,31.375,-0.543236196,31.5625,-0.465782702,34.625,1.140220404,35.3125,0.266926765,34.6875,0.052312911,0.035615105,0.007848156,-0.133521795,0.002319269,0.063487165,0.087058365,19,False,0
502,2022-10-26 08:25:46.343000+00:00,0.056473006,29.5625,-1.660627127,31.375,-1.077269077,31.625,-0.458089948,34.625,-0.017383654,35.3125,-0.158094168,34.625,0.000423307,8.5751e-05,0.0,0.000108976,-2.3599999999999997e-25,2.36e-27,0.164207697,19,False,0
503,2022-10-26 08:25:47.350000+00:00,0.101743713,29.5625,-1.761286259,31.4375,-0.930703044,31.625,-0.533589363,34.625,-0.026955727,35.3125,-0.047212005,34.6875,0.0,0.0,0.0,0.0,0.0,6.01519e-06,0.081880033,19,False,0
504,2022-10-26 08:25:48.353000+00:00,0.092577495,29.5625,-1.832280874,31.375,-0.950888693,31.5625,-0.537035286,34.625,-0.012935577,35.3125,0.02326498,34.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.085019648,19,False,0
505,2022-10-26 08:25:49.362000+00:00,-0.149834245,29.5625,-2.702513218,31.4375,-1.544808626,31.5625,-0.223551035,34.625,0.129914731,35.3125,-0.162330627,34.6875,-0.173070982,0.007605763,-0.036310002,0.448292792,-0.016120469,-0.279692173,0.093337595,19,False,0
506,2022-10-26 08:25:50.364000+00:00,-0.277459145,29.625,-1.883525848,31.375,-1.925321579,31.5625,-0.259329259,34.625,0.119107187,35.3125,-0.182621121,34.75,0.1049494,0.000818134,-0.010638075,0.3937352,-0.012116295,-0.511089981,0.07840538,19,False,0
507,2022-10-26 08:25:51.380000+00:00,0.79564327,29.625,-1.706030011,31.375,-0.553795695,31.625,-0.59362632,34.6875,-0.074780516,35.3125,-0.065941483,34.6875,0.00181637,-5.19891e-05,2.615692377,-0.615106285,0.0,0.670419693,0.086972296,19,False,0
508,2022-10-26 08:25:52.380000+00:00,-0.461925209,29.625,-2.517239809,31.4375,-1.393913031,31.625,-0.059333723,34.6875,-0.143499628,35.3125,0.353467226,34.6875,-0.613406718,-0.110991925,-0.074492462,0.783749938,0.17973417,-0.125808701,0.083325446,19,False,0
509,2022-10-26 08:25:53.392000+00:00,-0.869380236,29.625,-1.840779305,31.4375,-1.644443989,31.625,-0.035750099,34.625,0.119327724,35.375,0.034909479,34.6875,0.100976624,0.142729953,-2.467427254,0.382755458,-4.63e-11,-0.479014486,0.080779254,19,False,0
510,2022-10-26 08:25:54.402000+00:00,-0.048425667,29.625,-1.805668235,31.4375,-1.572697401,31.625,-0.51399368,34.6875,0.088625886,35.375,-0.002546303,34.75,5.85763e-05,9.808e-05,0.000893997,-7.1735e-06,-1.09e-28,0.0,0.08128655,19,False,0
511,2022-10-26 08:25:55.408000+00:00,-0.082603544,29.625,-1.710083365,31.375,-0.907987356,31.625,-0.618356109,34.6875,-0.052776404,35.375,0.156302094,34.75,0.000278472,-0.000658575,-4.68e-24,0.002411201,0.001160174,0.001899364,0.08391881,19,False,0
512,2022-10-26 08:25:56.411000+00:00,-0.123265013,29.625,-1.611601591,31.375,-0.761906445,31.625,-0.644447982,34.6875,-0.106841274,35.375,0.004138861,34.75,0.0,-3.41e-11,0.0,0.0,0.0,6.88084e-05,0.238638639,19,False,0
513,2022-10-26 08:25:57.417000+00:00,-0.402443945,29.625,-1.612140179,31.4375,-0.725834012,31.625,-0.551878095,34.6875,0.549333215,35.3125,-0.214748338,34.75,-9.47071e-05,0.005709288,-0.002654352,-0.000154149,-0.00103422,0.0,0.491211653,19,False,0
514,2022-10-26 08:25:58.428000+00:00,-0.75580281,29.625,-2.166851997,31.4375,-2.578018665,31.6875,-0.113102689,34.6875,0.521741629,35.375,-0.165909052,34.75,0.14878282,-0.011664766,-0.041655257,1.309514999,-0.044866044,-1.46037519,0.081966102,19,False,0
515,2022-10-26 08:25:59.433000+00:00,-3.956775188,29.625,-2.769646406,31.4375,0.104519337,31.625,1.353652358,34.6875,3.88395834,35.375,-0.181735277,34.75,-0.016235689,-0.001167862,0.899979115,-0.130542487,0.000390831,0.231048539,0.085105658,19,False,0
516,2022-10-26 08:26:00.439000+00:00,0.671509862,29.6875,-2.694755316,31.4375,-1.652882457,31.625,-1.850658655,34.625,-1.589265585,35.375,-0.229065686,34.75,0.178512812,-0.077426791,0.016183091,-0.226219893,-0.052742865,0.081812151,0.085871518,19,False,0
517,2022-10-26 08:26:01.445000+00:00,-0.108222008,29.625,-2.628914118,31.4375,-1.192669034,31.6875,-0.608047903,34.6875,0.069071516,35.375,-0.033439793,34.75,0.0,-1.07278e-05,1.73e-20,0.000276034,8.09302e-05,-0.000212787,0.169127643,19,False,0
518,2022-10-26 08:26:02.447000+00:00,-0.272800416,29.625,-2.684234619,31.4375,-0.873659372,31.6875,-0.33861798,34.6875,0.085980743,35.375,0.144574463,34.75,-0.196256772,0.000953848,-0.00862371,0.18945393,0.007498445,0.022109473,0.085785329,19,False,0
519,2022-10-26 08:26:03.451000+00:00,-0.200981617,29.625,-2.623569012,31.4375,-0.950666845,31.6875,-0.440297604,34.6875,0.018497994,35.375,0.078656331,34.75,0.0,0.0,0.0,6.859999999999999e-23,0.0,0.0,0.085277975,19,False,0
520,2022-10-26 08:26:04.455000+00:00,-0.164944649,29.625,-2.394379616,31.4375,-1.028556943,31.6875,-0.456524312,34.6875,0.023907224,35.375,0.057482701,34.75,0.0,0.0,0.0,0.0,0.0,0.0,0.081372738,19,False,0
521,2022-10-26 08:26:05.459000+00:00,0.095412984,29.625,-1.925277829,31.4375,-1.501788378,31.6875,-0.975099146,34.6875,-0.074457914,35.375,-0.156864464,34.75,0.302273601,-0.000388803,0.002247327,-0.141511783,-0.007100904,-0.160097599,0.085699201,20,False,0
522,2022-10-26 08:26:06.466000+00:00,0.452121228,29.625,-2.251636505,31.4375,-0.852264166,31.6875,-0.218218982,34.6875,-0.952226877,35.4375,-0.396798521,34.75,-1.84e-10,-0.000438669,0.00104767,0.00221554,-0.000193657,0.000447412,0.473475158,20,False,0
523,2022-10-26 08:26:07.468000+00:00,0.049781118,29.6875,-2.567289829,31.4375,-2.27077961,31.6875,-0.403457761,34.6875,-1.067560196,35.4375,0.093550384,34.75,0.133717582,0.004484858,-2.550778866,0.399125278,0.000464679,-0.488271415,0.084512234,20,False,0
524,2022-10-26 08:26:08.469000+00:00,0.038140275,29.625,-3.915649652,31.4375,-1.260993958,31.6875,-1.217124939,34.6875,-0.788398325,35.375,0.158260792,34.8125,-0.075671963,-0.007471846,-0.011495206,-0.375542819,0.018521404,0.4201231,0.085871518,20,False,0
525,2022-10-26 08:26:09.477000+00:00,0.974378884,29.6875,-2.886844397,31.4375,-1.790948868,31.6875,-2.20207572,34.75,-1.098481894,35.4375,0.194687754,34.8125,0.120667532,0.00152554,0.004592512,-0.368922025,0.014456571,0.179144144,0.085785329,20,False,0
526,2022-10-26 08:26:10.480000+00:00,-0.162047565,29.6875,-2.298767328,31.4375,-1.138683081,31.75,-0.659359157,34.75,0.052227192,35.4375,-0.039746799,34.8125,-7.75e-07,2.66e-16,-3.92421e-06,-7.17816e-05,-6.03e-20,-0.003281505,0.170486927,20,False,0
527,2022-10-26 08:26:11.483000+00:00,-0.164019153,29.6875,-1.943629026,31.5,-1.048989296,31.6875,-0.596294343,34.6875,0.00874689,35.4375,0.038737781,34.8125,0.0,0.0,0.0,3.79e-16,0.0,0.0,0.084426165,20,False,0
528,2022-10-26 08:26:12.490000+00:00,-0.147631958,29.6875,-1.899809241,31.5,-1.043049693,31.75,-0.58847177,34.75,0.030844323,35.4375,0.003147284,34.8125,0.0,0.0,0.0,0.0,3.47e-20,0.0,0.087651789,20,False,0
529,2022-10-26 08:26:13.497000+00:00,-0.304049313,29.6875,-2.434760571,31.5,-1.31468749,31.75,-0.220499769,34.75,0.115024567,35.5,-0.146987051,34.8125,-0.141856343,0.004369075,-0.015639232,0.27204904,-0.009450464,-0.136466354,0.080779254,20,False,0
530,2022-10-26 08:26:14.498000+00:00,-0.260659754,29.6875,-1.988276839,31.5,-1.874060035,31.75,-0.212880239,34.75,0.151086107,35.4375,-0.149848804,34.8125,0.077493146,0.010412544,-0.024161898,0.559481263,-0.022284113,-0.626175463,0.085871518,20,False,0
531,2022-10-26 08:26:15.499000+00:00,0.329920113,29.6875,-2.066733122,31.5,-0.663883209,31.75,-0.546536565,34.75,-0.091888644,35.5,-0.052714683,34.8125,9.37e-14,-0.015264062,2.579670429,-0.582125008,4.71102e-05,0.647460341,0.082473516,20,False,0
532,2022-10-26 08:26:16.503000+00:00,-0.02642582,29.6875,-1.992012978,31.5,-0.905663848,31.75,-0.907868624,34.75,-0.205337822,35.4375,-0.222038686,34.8125,0.179421157,-0.006340093,-0.000454594,-0.269973606,-0.064044356,0.049570885,0.080013454,20,False,0
533,2022-10-26 08:26:17.504000+00:00,-1.236829996,29.6875,-1.899835229,31.5,-1.549655914,31.75,-0.027890276,34.75,0.307826519,35.5,0.068608299,34.8125,0.11309284,0.157888189,-2.570430756,0.388574123,4.89e-09,-0.505164146,0.089011073,20,False,0
534,2022-10-26 08:26:18.506000+00:00,0.02056456,29.6875,-1.982407331,31.5,-1.626146317,31.75,-0.459729254,34.8125,0.064020731,35.5,-0.002718576,34.8125,0.0,0.00012481,-9.87261e-05,6.22e-21,0.0,-1.74e-20,0.091470957,20,False,0
535,2022-10-26 08:26:19.512000+00:00,0.318488836,29.75,-1.424283266,31.5,-0.55987817,31.75,-1.116714358,34.75,-0.257443428,35.5,0.250052452,34.875,0.349276692,-0.079246372,0.082529135,-0.991312146,0.04240999,0.640640855,0.088331461,20,False,0
536,2022-10-26 08:26:20.519000+00:00,-0.10712412,29.6875,-1.580714703,31.5,-0.770226061,31.75,-0.657327592,34.75,-0.131337166,35.5,-0.003760543,34.8125,6.62857e-05,0.0,0.0,0.0,0.0,0.0,0.083239198,20,False,0
537,2022-10-26 08:26:21.523000+00:00,-0.068838172,29.6875,-1.600602746,31.5,-0.745732605,31.75,-0.675598562,34.75,-0.082323469,35.5,-0.031547941,34.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.162676215,20,False,0
538,2022-10-26 08:26:22.527000+00:00,-0.614788055,29.6875,-3.146878242,31.5,-2.122060537,31.75,0.098678857,34.8125,0.171854481,35.5,-0.199375808,34.8125,-0.264943838,-0.001539243,-0.047179785,1.01741147,-0.04174437,-0.840640962,0.086378753,20,False,0
539,2022-10-26 08:26:23.531000+00:00,2.402839184,29.6875,-3.315306425,31.5,-2.009352207,31.75,-2.45386219,34.8125,-1.932260513,35.5,-0.023880698,34.875,0.000633693,-0.020202806,2.585941076,-0.664583564,-0.000213808,0.642855644,0.087058365,20,False,0
540,2022-10-26 08:26:24.534000+00:00,-0.561828494,29.75,-2.46378541,31.5,-1.214106441,31.75,-1.066806078,34.8125,1.257737756,35.5,-0.279681057,34.875,0.235941485,0.048938304,-0.011552222,-0.471982211,-0.107537717,0.198013827,0.085105658,20,False,0
541,2022-10-26 08:26:25.541000+00:00,-0.166322827,29.6875,-2.920381784,31.5,-1.249536276,31.8125,-0.772819757,34.8125,0.060779035,35.5,-0.023483213,34.875,-0.008273943,-9.47406e-05,2.92756e-05,-0.000801135,-4.87e-12,-0.00382748,0.170994222,20,False,0
542,2022-10-26 08:26:26.543000+00:00,-0.085180104,29.6875,-2.496340036,31.5,-0.728532791,31.75,-0.227834016,34.8125,0.087687925,35.5,0.209055454,34.875,-0.377494663,0.003491168,-0.01424187,0.270283967,0.013270291,0.101869136,0.081966102,20,False,0
543,2022-10-26 08:26:27.546000+00:00,-0.185269639,29.6875,-2.719085217,31.5,-0.956453562,31.75,-0.401298702,34.8125,0.019933896,35.5625,0.116863124,34.875,-0.000226339,0.0,0.0,0.000417322,0.0,4.63e-20,0.090111852,20,False,0
544,2022-10-26 08:26:28.548000+00:00,-0.177198708,29.6875,-2.46086359,31.5,-1.04589963,31.75,-0.461534441,34.8125,-0.003368995,35.5,0.062782548,34.875,0.0,0.0,0.0,0.0,0.0,0.0,0.084512234,20,False,0
545,2022-10-26 08:26:29.554000+00:00,0.326144844,29.75,-1.331703305,31.5625,-1.347345233,31.75,-0.779106557,34.8125,-0.104798108,35.5625,-0.183240503,34.875,0.717363477,-0.001053369,0.014100321,-0.592403829,-0.025471708,-0.160968497,0.082559586,21,False,0
546,2022-10-26 08:26:30.563000+00:00,0.412864387,29.75,-2.472236156,31.5625,-1.207063198,31.75,-0.709897101,34.8125,-0.773688197,35.5625,-0.122232169,34.875,-0.001380614,-0.003926584,-0.002472378,-0.000601352,-4.15e-20,-0.000761095,0.181264818,21,False,0
547,2022-10-26 08:26:31.565000+00:00,-1.411571622,29.75,-3.505545378,31.5,-2.296828032,31.8125,-0.291629672,34.8125,-0.039093826,35.5625,0.002519725,34.875,-0.011022701,-0.011267603,-0.172473952,-0.012427892,-0.006196461,-0.023859436,0.088331461,21,False,0
548,2022-10-26 08:26:32.570000+00:00,-0.037382208,29.75,-4.568954468,31.5625,-1.956255078,31.8125,-1.775361896,34.8125,1.141388893,35.5625,0.163697764,34.875,-0.058461752,-0.053055059,0.039735582,-0.224254251,0.004915827,0.228268713,0.081966162,21,False,0
549,2022-10-26 08:26:33.572000+00:00,0.152588546,29.75,-2.545040846,31.5625,-1.358777404,31.8125,-1.608944893,34.8125,0.11373765,35.5625,0.204611301,34.875,0.16711165,-0.101793885,0.071242645,-0.448121965,0.022325177,0.371335894,0.091471016,21,False,0
550,2022-10-26 08:26:34.578000+00:00,0.030303113,29.75,-2.62415123,31.5625,-0.913083315,31.8125,-0.746336639,34.8125,-0.038588017,35.5625,-0.112256482,34.9375,-0.021699103,-0.000222193,0.002261869,-0.032309346,-0.000468388,-0.011025498,0.198580265,21,False,0
551,2022-10-26 08:26:35.582000+00:00,0.112744354,29.8125,-1.731553316,31.5625,-1.067148924,31.8125,-0.51527077,34.8125,-0.016143173,35.5625,0.026143,34.9375,0.0,0.0,0.0,7.82e-34,4.23e-43,0.0,0.089518368,21,False,0
552,2022-10-26 08:26:36.584000+00:00,0.115866333,29.75,-1.771216273,31.5625,-1.017435908,31.8125,-0.566123188,34.8125,-0.031438969,35.5625,0.014689139,34.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.085785329,21,False,0
553,2022-10-26 08:26:37.587000+00:00,-0.03299037,29.8125,-2.618785858,31.5625,-1.343651772,31.8125,-0.374572396,34.8125,0.098540984,35.5625,-0.13675037,34.9375,-0.07663063,0.003696649,-0.017914133,0.13163057,-0.003651683,-0.055436254,0.082645774,21,False,0
554,2022-10-26 08:26:38.595000+00:00,-0.210585356,29.75,-2.884283543,31.5625,-1.821135283,31.875,-0.131458968,34.875,0.127965301,35.625,-0.134152457,34.9375,-0.037710316,0.011521136,-0.030916516,0.661098063,-0.025259767,-0.63038528,0.08205235,21,False,0
555,2022-10-26 08:26:39.598000+00:00,1.943004727,29.75,-2.026766777,31.5625,-1.259622216,31.875,-0.879182279,34.875,-0.169966802,35.625,-0.163768902,34.9375,0.000402182,-0.054533776,0.32224071,-0.075994745,-0.000372921,0.059362542,0.085871518,21,False,0
556,2022-10-26 08:26:40.600000+00:00,-0.015269478,29.8125,-1.647008061,31.5625,-0.89775157,31.875,-1.175185919,34.875,-0.123303957,35.625,-0.327745497,34.9375,0.42067039,0.000102987,-0.014877627,-1.021556139,-0.214029968,0.494951069,0.080185711,21,False,0
557,2022-10-26 08:26:41.607000+00:00,-3.67158103,29.8125,-1.413784027,31.5625,-1.216837168,31.875,0.333437532,34.875,0.993158281,35.625,0.080068782,34.9375,0.097698309,0.103677399,-2.242732286,0.348320752,0.00036086,-0.43325153,0.086292624,21,False,0
558,2022-10-26 08:26:42.621000+00:00,-0.000245595,29.8125,-1.948515415,31.5625,-1.665664911,31.875,-0.375299096,34.875,-0.003147251,35.625,0.047468059,34.9375,0.0,-0.000597378,0.000682839,0.000206642,6.660000000000001e-26,-0.000808469,0.083325446,21,False,0
559,2022-10-26 08:26:43.627000+00:00,0.227087215,29.75,-1.526992202,31.5625,-0.625488102,31.875,-1.186622143,34.875,-0.229006499,35.625,0.213971972,34.9375,0.067997202,-0.092899568,0.076909184,-1.129392743,0.058180615,1.047869205,0.092236817,21,False,0
560,2022-10-26 08:26:44.629000+00:00,-0.075273961,29.8125,-1.619775057,31.5625,-0.777814507,31.875,-0.670701683,34.875,-0.115702763,35.625,0.055158254,35.0,0.0,-1.89e-39,-8.6953e-05,-2.82e-41,2.91e-18,0.000634737,0.093337595,21,False,0
561,2022-10-26 08:26:45.633000+00:00,-0.084268652,29.8125,-1.637810349,31.625,-0.736647725,31.875,-0.683336258,34.875,-0.063955583,35.625,-0.036120787,34.9375,0.0,0.0,0.0,0.0,0.0,7.46e-12,0.17481339,21,False,0
562,2022-10-26 08:26:46.640000+00:00,0.515761077,29.8125,-1.530151367,31.625,-1.347238421,31.875,-1.075094223,34.875,-0.680081487,35.625,0.103768699,34.9375,5.92204e-05,-4.17e-16,1.2e-26,-2.18e-39,2.17e-43,-0.000616242,0.306618035,21,False,0
563,2022-10-26 08:26:47.645000+00:00,4.328759193,29.8125,-3.103066444,31.625,-2.178216219,31.875,-2.160771608,34.875,-1.165486932,35.625,-0.067262374,35.0,0.008640339,0.082031801,0.415947825,-0.071240649,-0.00600952,0.120413721,0.082559586,21,False,0
564,2022-10-26 08:26:48.647000+00:00,0.03586347,29.8125,-2.425556183,31.5625,-1.429741502,31.875,-1.304345846,34.875,-0.854587793,35.625,-0.259884417,35.0,0.045458447,0.008131611,-0.050010871,-0.222375214,-0.036292903,0.120501541,0.081880033,21,False,0
565,2022-10-26 08:26:49.648000+00:00,-0.994818389,29.8125,0.464950442,31.625,1.159383297,31.875,1.063736439,34.875,1.39387536,35.6875,-0.197473198,35.0,0.053368907,-0.000176678,-0.003020539,-0.040724505,-0.01182218,0.021739012,0.083325386,21,False,0
566,2022-10-26 08:26:50.663000+00:00,-0.201506138,29.8125,-2.649578571,31.625,-0.796271026,31.875,-0.418785781,34.9375,0.002292094,35.6875,0.090149961,35.0,-0.149778694,0.0,-0.003215133,0.077707671,0.004274936,0.081569985,0.088924885,21,False,0
567,2022-10-26 08:26:51.667000+00:00,-0.215307623,29.8125,-2.369428635,31.625,-0.898218393,31.9375,-0.336241275,34.9375,-0.001001898,35.625,0.118110478,35.0,-0.050871298,0.000268975,-0.000720006,0.045498695,0.001935147,0.000377854,0.08128649,21,False,0
568,2022-10-26 08:26:52.669000+00:00,-0.195207909,29.8125,-2.541593313,31.625,-0.99882704,31.875,-0.442487836,34.9375,-0.024456836,35.6875,0.049585115,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087651789,21,False,0
569,2022-10-26 08:26:53.674000+00:00,-0.152636677,29.8125,-2.314409018,31.625,-1.059775591,31.875,-0.488413811,34.9375,-0.02617364,35.6875,0.050419606,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081966102,21,False,0
570,2022-10-26 08:26:54.680000+00:00,0.164154768,29.8125,-2.194126606,31.625,-1.238992572,31.875,-0.822197556,34.9375,-0.056725625,35.6875,-0.130816385,35.0,-0.000307801,-2.66e-36,0.000433971,-0.000626124,-0.00012627,-0.000374759,0.185170174,22,False,0
571,2022-10-26 08:26:55.686000+00:00,-0.141111478,29.8125,-5.004109383,31.625,-1.749418974,31.875,-0.870532155,34.9375,-0.40401426,35.6875,0.011255054,35.0,-0.194410592,-0.046406269,-0.0148627,0.240045756,0.057719212,0.01727877,0.083153069,22,False,0
572,2022-10-26 08:26:56.686000+00:00,-1.789996386,29.875,-2.776889801,31.625,-2.569468975,31.875,-0.249216974,34.9375,1.188552141,35.6875,-0.001405719,35.0,0.126738876,0.153669521,-2.477517605,0.40181911,-0.000305952,-0.471695393,0.081458807,22,False,0
573,2022-10-26 08:26:57.686000+00:00,0.50108242,29.875,-3.920110941,31.625,-1.389771461,31.875,-1.230297923,34.9375,-0.858445764,35.6875,0.186410651,35.0,-0.041264776,-0.047459371,0.028995022,-0.516364038,0.024748901,0.531284213,0.495117128,22,False,0
574,2022-10-26 08:26:58.687000+00:00,1.750087976,29.875,0.861598253,31.625,0.593738258,31.875,0.170276195,34.9375,-2.93779254,35.6875,0.301448673,35.0,0.120685883,-0.016793862,0.024785738,-0.19938238,0.008607706,0.111119531,0.083325446,22,False,0
575,2022-10-26 08:26:59.701000+00:00,0.351454139,29.875,-3.217116833,31.625,-1.474937439,31.875,-1.111077428,34.9375,-0.714872241,35.6875,-0.039032094,35.0625,0.0,-0.061826877,0.011484377,0.004850058,-3.68e-41,0.00241398,0.085277975,22,True,0
576,2022-10-26 08:27:00.704000+00:00,-0.035987876,29.875,-3.600803614,31.625,-1.476681232,31.9375,-1.126299858,35.0,0.018715739,35.6875,-0.075023465,35.0625,-8.68049e-05,-0.000594687,-8.10786e-05,0.000165971,0.0,0.0,0.086972296,22,True,0
577,2022-10-26 08:27:01.705000+00:00,-0.051633511,29.875,-3.271788597,31.625,-1.553441763,31.9375,-1.110164642,34.9375,-0.000985192,35.75,-0.064508416,35.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.086972296,22,False,0
578,2022-10-26 08:27:02.710000+00:00,-0.039707504,29.8125,-3.229174137,31.625,-1.669001937,31.9375,-1.153181553,35.0,-0.009479717,35.6875,-0.046234634,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085191846,22,False,0
579,2022-10-26 08:27:03.716000+00:00,-0.067740627,29.875,-3.458802223,31.6875,-1.529264688,31.875,-1.143600821,35.0,-0.002000701,35.75,-0.037354857,35.0,1.1e-37,0.0,0.0,0.0,0.0,0.0,0.08391881,22,False,0
580,2022-10-26 08:27:04.717000+00:00,-0.063861489,29.8125,-3.460841417,31.6875,-1.497335672,31.9375,-1.129955053,35.0,-0.017301343,35.75,-0.074578926,35.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.080693066,22,False,0
581,2022-10-26 08:27:05.718000+00:00,-0.067004792,29.875,-0.827237368,31.6875,-0.424493551,31.9375,-0.139707714,35.0,0.215869009,35.75,0.028026354,35.0625,0.002014771,-0.000379529,0.000672285,0.005972755,0.000985222,1.0400000000000001e-32,0.082645774,22,False,0
582,2022-10-26 08:27:06.720000+00:00,-0.196383029,29.875,-0.886624038,31.6875,-0.59989059,31.9375,-0.667004585,35.0,0.447914541,35.75,0.029374965,35.0625,0.007815246,0.013633074,-0.00690621,0.000722954,-0.000265129,0.0033642,0.080099642,22,False,0
583,2022-10-26 08:27:07.723000+00:00,-0.093742698,29.875,-3.931478977,31.6875,-1.792407751,31.9375,-1.098628998,35.0,0.094520353,35.75,-0.052104652,35.0625,-0.000796813,0.005193819,-0.002037562,0.001360973,-8.36872e-05,-0.000194753,0.086972296,22,False,0
584,2022-10-26 08:27:08.738000+00:00,0.013300881,29.875,-3.266666412,31.6875,-1.907896042,31.9375,-1.22432065,35.0,0.001336066,35.75,-0.020500254,35.0625,0.0,0.0,0.0,0.0,0.0,-4.55e-22,0.07942003,22,False,0
585,2022-10-26 08:27:09.741000+00:00,0.021152839,29.875,-2.916052341,31.6875,-1.739981413,31.9375,-1.256478906,35.0,0.005706433,35.8125,-0.039911278,35.0625,1.62e-29,0.0,0.0,0.0,0.0,0.0,0.088503718,22,False,0
586,2022-10-26 08:27:10.745000+00:00,0.089993909,29.875,-2.213592052,31.6875,-1.231355071,31.9375,-1.278569102,35.0,-0.177626804,35.8125,0.150325507,35.0625,0.05209963,-0.010558957,0.010534146,-0.068696521,0.002700729,0.03336513,0.090963781,22,False,0
587,2022-10-26 08:27:11.750000+00:00,-0.116456784,29.875,-1.735691547,31.6875,-1.131145358,31.9375,-0.457037926,35.0625,0.069805853,35.8125,0.067900732,35.0625,0.001479352,2.76367e-05,-0.000139672,0.000452605,0.000156375,-6.28178e-05,0.171759903,22,False,0
588,2022-10-26 08:27:12.755000+00:00,-0.107269511,29.875,-1.76164186,31.6875,-0.95758146,32.0,-0.529922187,35.0625,0.016118379,35.8125,0.052599017,35.0625,2.94e-44,0.0,0.0,2.56e-42,0.0,7.39e-40,0.084512234,22,False,0
589,2022-10-26 08:27:13.756000+00:00,-0.094310075,29.875,-1.890670776,31.75,-0.944259405,32.0,-0.5538342,35.0625,0.021556022,35.8125,0.03928474,35.0625,-2e-41,0.0,0.0,0.0,0.0,0.0,0.080099642,22,False,0
590,2022-10-26 08:27:14.757000+00:00,-0.140034273,29.875,-2.653428078,31.75,-1.373522043,32.0,-0.287202269,35.0625,0.141480744,35.8125,-0.138376445,35.0625,-0.158533663,0.005067451,-0.023355661,0.327901185,-0.009731039,-0.181785434,0.082731903,22,False,0
591,2022-10-26 08:27:15.771000+00:00,-0.163149089,29.875,-1.665164828,31.6875,-1.85535717,32.0,-0.172118217,35.0,0.172685325,35.8125,-0.190048546,35.0625,0.087323464,0.006140126,-0.026767882,0.51220125,-0.017923728,-0.592400432,0.084004879,22,False,0
592,2022-10-26 08:27:16.775000+00:00,1.240089536,29.875,-1.909241199,31.75,-0.674660206,32.0,-0.630827904,35.0625,-0.150781691,35.8125,-0.056530558,35.0625,0.000627929,-0.001268762,2.573884487,-0.596155763,1.86e-25,0.650285006,0.088245332,22,False,0
593,2022-10-26 08:27:17.775000+00:00,-0.418301165,29.9375,-3.336424112,31.75,-0.990345895,32.0,-0.318243802,35.0625,-0.075477958,35.8125,0.188386723,35.125,-0.128600717,-0.022010619,-0.017137788,0.13708505,0.03152021,0.02062951,0.088331401,22,False,0
